"Date","Price","Open","High","Low","Change %"
"Feb 20, 2017","8.3372","8.3396","8.3598","8.3208","-0.01%"
"Feb 17, 2017","8.3381","8.2882","8.3548","8.2780","0.62%"
"Feb 16, 2017","8.2869","8.3374","8.3473","8.2743","-0.62%"
"Feb 15, 2017","8.3390","8.3971","8.4168","8.3285","-0.71%"
"Feb 14, 2017","8.3989","8.3877","8.4216","8.3500","0.10%"
"Feb 13, 2017","8.3905","8.3761","8.4067","8.3546","0.30%"
"Feb 10, 2017","8.3654","8.3428","8.4024","8.3262","0.36%"
"Feb 09, 2017","8.3354","8.3219","8.3514","8.2957","0.23%"
"Feb 08, 2017","8.3163","8.3255","8.3527","8.2875","-0.05%"
"Feb 07, 2017","8.3208","8.2517","8.3386","8.2460","0.83%"
"Feb 06, 2017","8.2520","8.2056","8.2741","8.1858","0.54%"
"Feb 03, 2017","8.2078","8.2537","8.2700","8.1853","-0.54%"
"Feb 02, 2017","8.2522","8.2338","8.2551","8.1738","0.22%"
"Feb 01, 2017","8.2344","8.2540","8.2749","8.2198","-0.14%"
"Jan 31, 2017","8.2460","8.3167","8.3274","8.2245","-0.83%"
"Jan 30, 2017","8.3148","8.3364","8.3610","8.2954","-0.32%"
"Jan 27, 2017","8.3419","8.3355","8.3693","8.3009","0.02%"
"Jan 26, 2017","8.3399","8.3108","8.3662","8.2924","0.34%"
"Jan 25, 2017","8.3117","8.3462","8.3721","8.2955","-0.48%"
"Jan 24, 2017","8.3521","8.3399","8.3706","8.3111","0.06%"
"Jan 23, 2017","8.3468","8.4064","8.4175","8.3373","-0.77%"
"Jan 20, 2017","8.4119","8.4493","8.4688","8.3886","-0.42%"
"Jan 19, 2017","8.4477","8.4950","8.5114","8.4396","-0.55%"
"Jan 18, 2017","8.4946","8.4488","8.5046","8.4342","0.56%"
"Jan 17, 2017","8.4474","8.5228","8.5366","8.4232","-0.98%"
"Jan 16, 2017","8.5311","8.5281","8.5541","8.4969","0.33%"
"Jan 13, 2017","8.5029","8.5345","8.5449","8.4864","-0.29%"
"Jan 12, 2017","8.5275","8.5516","8.5604","8.4744","-0.28%"
"Jan 11, 2017","8.5514","8.6050","8.6721","8.5186","-0.64%"
"Jan 10, 2017","8.6065","8.5374","8.6119","8.5005","0.79%"
"Jan 09, 2017","8.5393","8.5250","8.5842","8.5190","0.04%"
"Jan 06, 2017","8.5359","8.4803","8.5481","8.4605","0.68%"
"Jan 05, 2017","8.4780","8.5935","8.6041","8.4691","-1.35%"
"Jan 04, 2017","8.5942","8.6588","8.6756","8.5885","-0.72%"
"Jan 03, 2017","8.6563","8.6583","8.6924","8.6264","0.01%"
"Jan 02, 2017","8.6554","8.6352","8.6618","8.6139","0.18%"
"Dec 30, 2016","8.6395","8.6415","8.6501","8.5268","-0.05%"
"Dec 29, 2016","8.6442","8.7137","8.7244","8.6341","-0.91%"
"Dec 28, 2016","8.7237","8.7032","8.7643","8.6885","0.29%"
"Dec 27, 2016","8.6982","8.6925","8.7273","8.6825","0.05%"
"Dec 26, 2016","8.6936","8.6864","8.7115","8.6764","-0.08%"
"Dec 23, 2016","8.7005","8.7122","8.7256","8.6840","-0.17%"
"Dec 22, 2016","8.7149","8.6831","8.7260","8.6578","0.37%"
"Dec 21, 2016","8.6825","8.7011","8.7106","8.6272","-0.26%"
"Dec 20, 2016","8.7050","8.6858","8.7271","8.6668","0.22%"
"Dec 19, 2016","8.6857","8.6879","8.7022","8.6266","0.15%"
"Dec 16, 2016","8.6731","8.6730","8.7239","8.6452","0.06%"
"Dec 15, 2016","8.6680","8.5749","8.7032","8.5450","1.08%"
"Dec 14, 2016","8.5755","8.4287","8.6067","8.4063","1.79%"
"Dec 13, 2016","8.4243","8.4382","8.4550","8.3925","-0.16%"
"Dec 12, 2016","8.4380","8.5046","8.5126","8.4186","-0.75%"
"Dec 09, 2016","8.5016","8.4327","8.5325","8.4193","0.81%"
"Dec 08, 2016","8.4330","8.3641","8.4651","8.3141","0.82%"
"Dec 07, 2016","8.3641","8.4064","8.4243","8.3419","-0.47%"
"Dec 06, 2016","8.4033","8.3710","8.4080","8.3345","0.38%"
"Dec 05, 2016","8.3718","8.4012","8.5319","8.3419","-0.57%"
"Dec 02, 2016","8.4202","8.4194","8.4640","8.3922","-0.00%"
"Dec 01, 2016","8.4205","8.5297","8.5335","8.4117","-1.23%"
"Nov 30, 2016","8.5256","8.5406","8.5570","8.4544","-0.07%"
"Nov 29, 2016","8.5319","8.5326","8.5922","8.5145","-0.07%"
"Nov 28, 2016","8.5378","8.5746","8.5987","8.5074","-0.47%"
"Nov 25, 2016","8.5783","8.6051","8.6184","8.5436","-0.24%"
"Nov 24, 2016","8.5993","8.6107","8.6430","8.5665","-0.16%"
"Nov 23, 2016","8.6135","8.5186","8.6271","8.4978","1.09%"
"Nov 22, 2016","8.5208","8.5436","8.5571","8.4879","-0.28%"
"Nov 21, 2016","8.5446","8.5952","8.6140","8.5267","-0.60%"
"Nov 18, 2016","8.5963","8.5484","8.6174","8.5388","0.66%"
"Nov 17, 2016","8.5403","8.4779","8.5491","8.4446","0.74%"
"Nov 16, 2016","8.4774","8.4259","8.5131","8.3944","0.53%"
"Nov 15, 2016","8.4326","8.4823","8.4844","8.3833","-0.49%"
"Nov 14, 2016","8.4740","8.4192","8.5270","8.4108","0.81%"
"Nov 11, 2016","8.4057","8.3626","8.4412","8.3458","0.49%"
"Nov 10, 2016","8.3650","8.3461","8.4247","8.2694","0.25%"
"Nov 09, 2016","8.3442","8.2284","8.3518","8.1462","1.40%"
"Nov 08, 2016","8.2294","8.2355","8.2497","8.2036","-0.06%"
"Nov 07, 2016","8.2344","8.1612","8.2676","8.1355","0.92%"
"Nov 04, 2016","8.1593","8.1937","8.2371","8.1573","-0.33%"
"Nov 03, 2016","8.1867","8.1883","8.1978","8.1581","-0.05%"
"Nov 02, 2016","8.1904","8.2203","8.2289","8.1682","-0.30%"
"Nov 01, 2016","8.2152","8.2586","8.2716","8.1780","-0.54%"
"Oct 31, 2016","8.2594","8.2610","8.2843","8.2421","-0.06%"
"Oct 28, 2016","8.2643","8.2656","8.3012","8.2346","-0.02%"
"Oct 27, 2016","8.2662","8.2727","8.2905","8.2097","-0.14%"
"Oct 26, 2016","8.2780","8.2833","8.2879","8.2452","-0.06%"
"Oct 25, 2016","8.2829","8.2549","8.2916","8.2393","0.34%"
"Oct 24, 2016","8.2551","8.2507","8.2765","8.2210","0.08%"
"Oct 21, 2016","8.2481","8.1855","8.2808","8.1737","0.79%"
"Oct 20, 2016","8.1838","8.1346","8.2178","8.1223","0.60%"
"Oct 19, 2016","8.1348","8.1531","8.1746","8.1277","-0.22%"
"Oct 18, 2016","8.1529","8.1717","8.1868","8.1176","-0.34%"
"Oct 17, 2016","8.1809","8.2132","8.2607","8.1714","-0.48%"
"Oct 14, 2016","8.2205","8.1517","8.2416","8.1371","0.85%"
"Oct 13, 2016","8.1512","8.2154","8.2607","8.1446","-0.78%"
"Oct 12, 2016","8.2156","8.1907","8.2544","8.1701","0.41%"
"Oct 11, 2016","8.1817","8.0871","8.2088","8.0739","1.19%"
"Oct 10, 2016","8.0854","8.0895","8.1377","8.0612","-0.08%"
"Oct 07, 2016","8.0919","8.0550","8.1282","8.0244","0.51%"
"Oct 06, 2016","8.0511","8.0244","8.0688","8.0125","0.41%"
"Oct 05, 2016","8.0179","8.0078","8.0419","7.9737","0.11%"
"Oct 04, 2016","8.0088","7.9808","8.0255","7.9646","0.34%"
"Oct 03, 2016","7.9816","7.9925","8.0104","7.9419","-0.05%"
"Sep 30, 2016","7.9858","8.0476","8.1012","7.9723","-0.78%"
"Sep 29, 2016","8.0485","8.0320","8.0709","7.9973","0.13%"
"Sep 28, 2016","8.0382","8.1150","8.1403","8.0288","-0.96%"
"Sep 27, 2016","8.1163","8.1100","8.1670","8.0641","0.09%"
"Sep 26, 2016","8.1093","8.1174","8.1447","8.0848","-0.05%"
"Sep 23, 2016","8.1131","8.1359","8.1470","8.0931","-0.28%"
"Sep 22, 2016","8.1360","8.2691","8.2733","8.0817","-1.51%"
"Sep 21, 2016","8.2611","8.3117","8.3309","8.2492","-0.59%"
"Sep 20, 2016","8.3101","8.2870","8.3107","8.2511","0.25%"
"Sep 19, 2016","8.2897","8.3089","8.3238","8.2663","-0.29%"
"Sep 16, 2016","8.3135","8.2334","8.3262","8.2236","0.99%"
"Sep 15, 2016","8.2318","8.2363","8.2759","8.2099","-0.10%"
"Sep 14, 2016","8.2404","8.2843","8.2918","8.2167","-0.46%"
"Sep 13, 2016","8.2785","8.2282","8.2881","8.1967","0.50%"
"Sep 12, 2016","8.2373","8.2254","8.2806","8.1977","-0.20%"
"Sep 09, 2016","8.2540","8.1877","8.2786","8.1611","0.82%"
"Sep 08, 2016","8.1872","8.1796","8.2151","8.1129","0.09%"
"Sep 07, 2016","8.1801","8.1689","8.1985","8.1507","0.12%"
"Sep 06, 2016","8.1700","8.3049","8.3125","8.1661","-1.63%"
"Sep 05, 2016","8.3056","8.3226","8.3334","8.2623","-0.09%"
"Sep 02, 2016","8.3134","8.3374","8.3493","8.2450","-0.26%"
"Sep 01, 2016","8.3348","8.3187","8.4020","8.3069","0.13%"
"Aug 31, 2016","8.3242","8.3472","8.3636","8.3084","-0.23%"
"Aug 30, 2016","8.3435","8.2794","8.3572","8.2656","0.78%"
"Aug 29, 2016","8.2789","8.2825","8.3307","8.2705","0.05%"
"Aug 26, 2016","8.2744","8.2149","8.3043","8.1355","0.67%"
"Aug 25, 2016","8.2192","8.2093","8.2325","8.1809","0.04%"
"Aug 24, 2016","8.2161","8.2149","8.2433","8.1698","0.01%"
"Aug 23, 2016","8.2152","8.2059","8.2353","8.1748","0.11%"
"Aug 22, 2016","8.2059","8.2142","8.2653","8.2059","-0.14%"
"Aug 19, 2016","8.2178","8.1535","8.2355","8.1409","0.87%"
"Aug 18, 2016","8.1471","8.2023","8.2111","8.1440","-0.70%"
"Aug 17, 2016","8.2044","8.2034","8.2622","8.1799","0.11%"
"Aug 16, 2016","8.1956","8.2096","8.2336","8.1176","-0.22%"
"Aug 15, 2016","8.2134","8.1998","8.2437","8.1892","0.06%"
"Aug 12, 2016","8.2087","8.2520","8.2534","8.1488","-0.48%"
"Aug 11, 2016","8.2487","8.2685","8.2997","8.2041","-0.23%"
"Aug 10, 2016","8.2680","8.4052","8.4131","8.2452","-1.64%"
"Aug 09, 2016","8.4059","8.4658","8.4980","8.3869","-0.75%"
"Aug 08, 2016","8.4695","8.5027","8.5182","8.4627","-0.36%"
"Aug 05, 2016","8.5003","8.4389","8.5197","8.4183","0.72%"
"Aug 04, 2016","8.4397","8.4611","8.4974","8.4290","-0.18%"
"Aug 03, 2016","8.4547","8.4287","8.4674","8.4049","0.27%"
"Aug 02, 2016","8.4322","8.4974","8.5050","8.3962","-0.78%"
"Aug 01, 2016","8.4988","8.4202","8.5026","8.4124","0.59%"
"Jul 29, 2016","8.4486","8.5493","8.5683","8.3986","-1.25%"
"Jul 28, 2016","8.5557","8.5372","8.5699","8.4904","0.21%"
"Jul 27, 2016","8.5378","8.5761","8.6148","8.5231","-0.35%"
"Jul 26, 2016","8.5680","8.5722","8.5930","8.5480","-0.05%"
"Jul 25, 2016","8.5720","8.5500","8.5931","8.5340","0.23%"
"Jul 22, 2016","8.5525","8.4903","8.5677","8.4802","0.71%"
"Jul 21, 2016","8.4925","8.4989","8.5160","8.4450","-0.08%"
"Jul 20, 2016","8.4994","8.5133","8.5341","8.4820","-0.17%"
"Jul 19, 2016","8.5136","8.4487","8.5208","8.4319","0.77%"
"Jul 18, 2016","8.4487","8.4712","8.4880","8.4329","-0.39%"
"Jul 15, 2016","8.4816","8.3731","8.4996","8.3460","1.39%"
"Jul 14, 2016","8.3657","8.4217","8.4346","8.3466","-0.73%"
"Jul 13, 2016","8.4276","8.4366","8.4766","8.3841","-0.12%"
"Jul 12, 2016","8.4376","8.5104","8.5124","8.3970","-0.82%"
"Jul 11, 2016","8.5072","8.5199","8.5507","8.4652","-0.22%"
"Jul 08, 2016","8.5260","8.5193","8.5557","8.4657","0.24%"
"Jul 07, 2016","8.5053","8.4324","8.5260","8.4169","0.86%"
"Jul 06, 2016","8.4328","8.4065","8.5137","8.3982","0.31%"
"Jul 05, 2016","8.4070","8.2884","8.4221","8.2869","1.42%"
"Jul 04, 2016","8.2895","8.3480","8.3577","8.2807","-0.59%"
"Jul 01, 2016","8.3390","8.3639","8.3966","8.3176","-0.30%"
"Jun 30, 2016","8.3643","8.3916","8.4302","8.3438","-0.35%"
"Jun 29, 2016","8.3934","8.4740","8.4939","8.3707","-0.97%"
"Jun 28, 2016","8.4756","8.5713","8.5986","8.4232","-1.17%"
"Jun 27, 2016","8.5757","8.4859","8.6211","8.4486","2.10%"
"Jun 24, 2016","8.3992","8.1536","8.7272","8.0981","3.08%"
"Jun 23, 2016","8.1480","8.2909","8.2933","8.1231","-1.74%"
"Jun 22, 2016","8.2927","8.3164","8.3299","8.2500","-0.29%"
"Jun 21, 2016","8.3166","8.2817","8.3401","8.2468","0.45%"
"Jun 20, 2016","8.2791","8.3418","8.3418","8.2300","-0.88%"
"Jun 17, 2016","8.3530","8.3919","8.4033","8.3338","-0.44%"
"Jun 16, 2016","8.3901","8.3127","8.4817","8.2948","0.98%"
"Jun 15, 2016","8.3085","8.3629","8.3703","8.2650","-0.64%"
"Jun 14, 2016","8.3618","8.2649","8.3715","8.2529","1.19%"
"Jun 13, 2016","8.2632","8.2671","8.3180","8.2311","-0.13%"
"Jun 10, 2016","8.2741","8.1558","8.2772","8.1402","1.44%"
"Jun 09, 2016","8.1564","8.0949","8.1784","8.0852","0.66%"
"Jun 08, 2016","8.1028","8.1107","8.1268","8.0678","-0.12%"
"Jun 07, 2016","8.1127","8.1685","8.1795","8.1024","-0.71%"
"Jun 06, 2016","8.1705","8.1893","8.2244","8.1567","-0.11%"
"Jun 03, 2016","8.1794","8.3373","8.3489","8.1631","-1.87%"
"Jun 02, 2016","8.3355","8.3053","8.3765","8.2770","0.36%"
"Jun 01, 2016","8.3054","8.3710","8.3884","8.2864","-0.89%"
"May 31, 2016","8.3799","8.3445","8.3911","8.3239","0.41%"
"May 30, 2016","8.3453","8.3277","8.3744","8.3231","0.10%"
"May 27, 2016","8.3367","8.2805","8.3547","8.2589","0.70%"
"May 26, 2016","8.2786","8.3215","8.3397","8.2373","-0.53%"
"May 25, 2016","8.3224","8.3552","8.3645","8.3142","-0.36%"
"May 24, 2016","8.3522","8.3560","8.4139","8.3329","0.03%"
"May 23, 2016","8.3500","8.3223","8.3846","8.2951","0.25%"
"May 20, 2016","8.3294","8.3645","8.3713","8.2998","-0.43%"
"May 19, 2016","8.3651","8.3170","8.3999","8.2989","0.63%"
"May 18, 2016","8.3127","8.1798","8.3218","8.1742","1.62%"
"May 17, 2016","8.1798","8.1654","8.1966","8.1231","0.14%"
"May 16, 2016","8.1683","8.1926","8.2044","8.1329","-0.48%"
"May 13, 2016","8.2081","8.1334","8.2274","8.1213","0.94%"
"May 12, 2016","8.1314","8.1658","8.1812","8.0874","-0.42%"
"May 11, 2016","8.1654","8.2121","8.2328","8.1271","-0.58%"
"May 10, 2016","8.2127","8.2248","8.2444","8.1916","-0.14%"
"May 09, 2016","8.2243","8.1995","8.2376","8.1689","0.29%"
"May 06, 2016","8.2005","8.1675","8.2178","8.1539","0.35%"
"May 05, 2016","8.1717","8.1499","8.1885","8.1079","0.20%"
"May 04, 2016","8.1552","8.1297","8.1707","8.0975","0.38%"
"May 03, 2016","8.1240","8.0196","8.1290","7.9700","1.35%"
"May 02, 2016","8.0154","8.0529","8.0744","8.0090","-0.46%"
"Apr 29, 2016","8.0523","8.1420","8.1600","8.0411","-1.08%"
"Apr 28, 2016","8.1405","8.1561","8.1698","8.1001","-0.26%"
"Apr 27, 2016","8.1617","8.1585","8.2051","8.1233","0.04%"
"Apr 26, 2016","8.1585","8.2073","8.2330","8.1159","-0.61%"
"Apr 25, 2016","8.2084","8.2324","8.2537","8.1730","-0.43%"
"Apr 22, 2016","8.2435","8.2041","8.2506","8.1720","0.45%"
"Apr 21, 2016","8.2065","8.1185","8.2144","8.0813","1.09%"
"Apr 20, 2016","8.1182","8.1138","8.1628","8.0993","0.01%"
"Apr 19, 2016","8.1175","8.2114","8.2225","8.0945","-1.20%"
"Apr 18, 2016","8.2157","8.2458","8.3210","8.1868","-0.45%"
"Apr 15, 2016","8.2525","8.2281","8.2629","8.2164","0.22%"
"Apr 14, 2016","8.2345","8.2349","8.3034","8.2000","0.00%"
"Apr 13, 2016","8.2343","8.1623","8.2538","8.1606","0.81%"
"Apr 12, 2016","8.1683","8.1975","8.2344","8.1250","-0.39%"
"Apr 11, 2016","8.2004","8.2275","8.2580","8.1594","-0.43%"
"Apr 08, 2016","8.2359","8.3191","8.3361","8.1924","-1.05%"
"Apr 07, 2016","8.3233","8.3261","8.3442","8.2590","0.02%"
"Apr 06, 2016","8.3214","8.3313","8.3726","8.2769","-0.10%"
"Apr 05, 2016","8.3297","8.3294","8.3803","8.3178","-0.01%"
"Apr 04, 2016","8.3304","8.3109","8.3537","8.2851","0.19%"
"Apr 01, 2016","8.3146","8.2639","8.3497","8.2468","0.57%"
"Mar 31, 2016","8.2674","8.3122","8.3379","8.2528","-0.51%"
"Mar 30, 2016","8.3095","8.3980","8.4069","8.2818","-1.00%"
"Mar 29, 2016","8.3936","8.4254","8.4914","8.3752","-0.46%"
"Mar 28, 2016","8.4328","8.4892","8.5157","8.4130","-0.47%"
"Mar 25, 2016","8.4727","8.4814","8.5095","8.4583","-0.15%"
"Mar 24, 2016","8.4858","8.4821","8.5220","8.4619","0.06%"
"Mar 23, 2016","8.4806","8.4055","8.4997","8.3904","0.91%"
"Mar 22, 2016","8.4044","8.4179","8.4675","8.3758","-0.17%"
"Mar 21, 2016","8.4187","8.3901","8.4283","8.3554","0.27%"
"Mar 18, 2016","8.3958","8.3238","8.3995","8.2987","0.88%"
"Mar 17, 2016","8.3224","8.4553","8.4664","8.2997","-1.60%"
"Mar 16, 2016","8.4574","8.5477","8.6067","8.4386","-1.05%"
"Mar 15, 2016","8.5473","8.4705","8.5805","8.4608","0.91%"
"Mar 14, 2016","8.4703","8.4103","8.4969","8.3964","0.69%"
"Mar 11, 2016","8.4120","8.5199","8.5471","8.3928","-1.27%"
"Mar 10, 2016","8.5199","8.5200","8.6073","8.4528","-0.00%"
