"Date","Price","Open","High","Low","Change %"
"Jul 17, 2018","8.1534","8.1025","8.1554","8.0757","0.65%"
"Jul 16, 2018","8.1008","8.1167","8.1270","8.0806","-0.25%"
"Jul 15, 2018","8.1213","8.1113","8.1219","8.1105","0.08%"
"Jul 13, 2018","8.1152","8.1083","8.1722","8.1040","0.09%"
"Jul 12, 2018","8.1076","8.1105","8.1225","8.0847","-0.02%"
"Jul 11, 2018","8.1089","8.0177","8.1216","8.0140","1.15%"
"Jul 10, 2018","8.0167","8.0259","8.0559","7.9917","-0.11%"
"Jul 09, 2018","8.0255","8.0326","8.0405","7.9875","-0.03%"
"Jul 08, 2018","8.0280","8.0344","8.0366","8.0229","-0.03%"
"Jul 06, 2018","8.0302","8.0605","8.0735","8.0190","-0.39%"
"Jul 05, 2018","8.0615","8.1095","8.1250","8.0355","-0.60%"
"Jul 04, 2018","8.1103","8.1327","8.1430","8.0972","-0.28%"
"Jul 03, 2018","8.1331","8.1715","8.1824","8.1084","-0.48%"
"Jul 02, 2018","8.1725","8.1455","8.2044","8.1455","0.21%"
"Jul 01, 2018","8.1555","8.1465","8.1623","8.1434","0.14%"
"Jun 29, 2018","8.1445","8.1884","8.1970","8.1203","-0.54%"
"Jun 28, 2018","8.1884","8.1915","8.2134","8.1563","-0.06%"
"Jun 27, 2018","8.1930","8.1290","8.2020","8.1217","0.80%"
"Jun 26, 2018","8.1281","8.1030","8.1408","8.0891","0.30%"
"Jun 25, 2018","8.1037","8.0966","8.1479","8.0866","0.14%"
"Jun 24, 2018","8.0925","8.0899","8.0980","8.0843","0.01%"
"Jun 22, 2018","8.0920","8.1264","8.1290","8.0639","-0.43%"
"Jun 21, 2018","8.1273","8.1784","8.2012","8.1157","-0.64%"
"Jun 20, 2018","8.1793","8.1854","8.2080","8.1470","-0.06%"
"Jun 19, 2018","8.1845","8.1281","8.2302","8.1142","0.70%"
"Jun 18, 2018","8.1273","8.1460","8.1814","8.1200","-0.36%"
"Jun 17, 2018","8.1569","8.1568","8.1598","8.1503","0.11%"
"Jun 15, 2018","8.1476","8.1368","8.1552","8.1208","0.13%"
"Jun 14, 2018","8.1368","8.0090","8.1385","7.9765","1.58%"
"Jun 13, 2018","8.0102","8.0520","8.0608","8.0034","-0.52%"
"Jun 12, 2018","8.0521","8.0440","8.0742","7.9911","0.11%"
"Jun 11, 2018","8.0431","8.0680","8.0779","8.0218","-0.10%"
"Jun 10, 2018","8.0511","8.0557","8.0604","8.0500","-0.06%"
"Jun 08, 2018","8.0562","8.0582","8.1129","8.0431","-0.01%"
"Jun 07, 2018","8.0573","8.0811","8.0820","8.0216","-0.29%"
"Jun 06, 2018","8.0810","8.1127","8.1216","8.0626","-0.38%"
"Jun 05, 2018","8.1116","8.1201","8.1541","8.0910","-0.09%"
"Jun 04, 2018","8.1187","8.1953","8.1967","8.0912","-0.77%"
"Jun 03, 2018","8.1816","8.1849","8.1892","8.1790","-0.02%"
"Jun 01, 2018","8.1830","8.1804","8.2120","8.1372","0.05%"
"May 31, 2018","8.1792","8.1811","8.1992","8.1448","-0.04%"
"May 30, 2018","8.1824","8.2847","8.3101","8.1718","-1.22%"
"May 29, 2018","8.2837","8.1951","8.3329","8.1860","1.07%"
"May 28, 2018","8.1956","8.1664","8.2032","8.1276","0.50%"
"May 27, 2018","8.1549","8.1494","8.1607","8.1471","-0.20%"
"May 25, 2018","8.1710","8.0973","8.1791","8.0762","0.89%"
"May 24, 2018","8.0986","8.0939","8.1074","8.0701","0.06%"
"May 23, 2018","8.0934","8.0599","8.1484","8.0485","0.40%"
"May 22, 2018","8.0615","8.0514","8.0770","8.0232","0.14%"
"May 21, 2018","8.0506","8.1279","8.1395","8.0447","-0.79%"
"May 18, 2018","8.1144","8.1203","8.1493","8.1025","-0.08%"
"May 17, 2018","8.1208","8.0799","8.1313","8.0556","0.51%"
"May 16, 2018","8.0794","8.1228","8.1343","8.0759","-0.53%"
"May 15, 2018","8.1222","8.0322","8.1391","8.0035","1.12%"
"May 14, 2018","8.0326","8.0014","8.0386","7.9641","0.38%"
"May 11, 2018","8.0019","8.0013","8.0193","7.9703","-0.02%"
"May 10, 2018","8.0037","8.0777","8.0850","7.9809","-0.90%"
"May 09, 2018","8.0767","8.1400","8.1650","8.0511","-0.78%"
"May 08, 2018","8.1404","8.0701","8.1647","8.0516","0.87%"
"May 07, 2018","8.0703","8.0542","8.0890","8.0305","0.19%"
"May 04, 2018","8.0552","8.0485","8.1030","8.0405","0.08%"
"May 03, 2018","8.0485","8.1223","8.1254","8.0366","-0.91%"
"May 02, 2018","8.1224","8.0877","8.1277","8.0541","0.43%"
"May 01, 2018","8.0877","8.0148","8.1055","8.0082","0.90%"
"Apr 30, 2018","8.0159","7.9609","8.0312","7.9544","0.71%"
"Apr 27, 2018","7.9596","7.9954","8.0311","7.9549","-0.45%"
"Apr 26, 2018","7.9954","7.9719","8.0064","7.9327","0.29%"
"Apr 25, 2018","7.9725","7.9026","7.9885","7.8958","0.88%"
"Apr 24, 2018","7.9026","7.8862","7.9165","7.8716","0.20%"
"Apr 23, 2018","7.8872","7.8209","7.8989","7.8209","0.82%"
"Apr 20, 2018","7.8232","7.7921","7.8485","7.7861","0.40%"
"Apr 19, 2018","7.7921","7.7616","7.8059","7.7320","0.39%"
"Apr 18, 2018","7.7616","7.7608","7.7852","7.7393","0.00%"
"Apr 17, 2018","7.7614","7.7764","7.7887","7.7554","-0.18%"
"Apr 16, 2018","7.7756","7.7748","7.7956","7.7478","0.01%"
"Apr 13, 2018","7.7749","7.7713","7.7906","7.7500","0.05%"
"Apr 12, 2018","7.7708","7.7621","7.8136","7.7506","0.11%"
"Apr 11, 2018","7.7626","7.7961","7.8042","7.7472","-0.42%"
"Apr 10, 2018","7.7951","7.7841","7.8323","7.7716","0.13%"
"Apr 09, 2018","7.7850","7.8307","7.8445","7.7689","-0.57%"
"Apr 06, 2018","7.8297","7.8319","7.8689","7.8045","-0.02%"
"Apr 05, 2018","7.8310","7.8253","7.8523","7.7917","0.08%"
"Apr 04, 2018","7.8245","7.8396","7.8611","7.8084","-0.17%"
"Apr 03, 2018","7.8382","7.8864","7.8980","7.8190","-0.62%"
"Apr 02, 2018","7.8874","7.8357","7.8994","7.8273","0.47%"
"Mar 30, 2018","7.8503","7.8419","7.8588","7.8258","0.11%"
"Mar 29, 2018","7.8413","7.8624","7.8800","7.8353","-0.27%"
"Mar 28, 2018","7.8624","7.7158","7.8803","7.7037","1.87%"
"Mar 27, 2018","7.7180","7.6792","7.7283","7.6482","0.48%"
"Mar 26, 2018","7.6813","7.7584","7.7593","7.6725","-0.96%"
"Mar 23, 2018","7.7558","7.7513","7.7924","7.7272","0.07%"
"Mar 22, 2018","7.7504","7.6968","7.7622","7.6707","0.71%"
"Mar 21, 2018","7.6958","7.7448","7.7561","7.6889","-0.66%"
"Mar 20, 2018","7.7473","7.7210","7.7500","7.6932","0.31%"
"Mar 19, 2018","7.7234","7.7160","7.7541","7.7118","0.10%"
"Mar 16, 2018","7.7156","7.7153","7.7413","7.6967","0.02%"
"Mar 15, 2018","7.7142","7.7293","7.7400","7.6616","-0.20%"
"Mar 14, 2018","7.7300","7.7377","7.7580","7.7131","-0.09%"
"Mar 13, 2018","7.7368","7.7451","7.7711","7.7171","-0.10%"
"Mar 12, 2018","7.7443","7.7803","7.7929","7.7396","-0.42%"
"Mar 09, 2018","7.7771","7.8406","7.8492","7.7647","-0.80%"
"Mar 08, 2018","7.8398","7.8088","7.8619","7.7978","0.38%"
"Mar 07, 2018","7.8098","7.7778","7.8333","7.7623","0.42%"
"Mar 06, 2018","7.7770","7.8204","7.8300","7.7436","-0.54%"
"Mar 05, 2018","7.8190","7.7908","7.8510","7.7607","0.43%"
"Mar 02, 2018","7.7859","7.8428","7.8883","7.7638","-0.74%"
"Mar 01, 2018","7.8443","7.9026","7.9462","7.8368","-0.73%"
"Feb 28, 2018","7.9016","7.8677","7.9136","7.8573","0.42%"
"Feb 27, 2018","7.8683","7.8238","7.8804","7.8063","0.57%"
"Feb 26, 2018","7.8238","7.8534","7.8586","7.7907","-0.30%"
"Feb 23, 2018","7.8475","7.8553","7.8965","7.8368","-0.09%"
"Feb 22, 2018","7.8545","7.8661","7.9064","7.8436","-0.17%"
"Feb 21, 2018","7.8675","7.8425","7.8738","7.8096","0.34%"
"Feb 20, 2018","7.8407","7.7767","7.8542","7.7756","0.79%"
"Feb 19, 2018","7.7789","7.7896","7.8038","7.7542","-0.03%"
"Feb 16, 2018","7.7809","7.7675","7.7963","7.7173","0.19%"
"Feb 15, 2018","7.7658","7.7975","7.8188","7.7550","-0.41%"
"Feb 14, 2018","7.7980","7.8727","7.9540","7.7845","-0.94%"
"Feb 13, 2018","7.8722","7.9138","7.9208","7.8644","-0.53%"
"Feb 12, 2018","7.9143","7.9752","7.9848","7.9105","-0.66%"
"Feb 09, 2018","7.9668","7.9274","8.0591","7.9017","0.53%"
"Feb 08, 2018","7.9251","7.9062","7.9516","7.8625","0.24%"
"Feb 07, 2018","7.9062","7.8180","7.9263","7.7948","1.16%"
"Feb 06, 2018","7.8158","7.8375","7.8913","7.7792","-0.27%"
"Feb 05, 2018","7.8371","7.7366","7.8405","7.7008","1.34%"
"Feb 02, 2018","7.7336","7.6420","7.7517","7.6380","1.20%"
"Feb 01, 2018","7.6420","7.7125","7.7272","7.6327","-0.91%"
"Jan 31, 2018","7.7125","7.7218","7.7325","7.6617","-0.13%"
"Jan 30, 2018","7.7223","7.7116","7.7610","7.6857","0.14%"
"Jan 29, 2018","7.7115","7.6968","7.7361","7.6822","0.27%"
"Jan 26, 2018","7.6906","7.7432","7.7589","7.6649","-0.68%"
"Jan 25, 2018","7.7435","7.7521","7.7652","7.6394","-0.12%"
"Jan 24, 2018","7.7526","7.8228","7.8302","7.7461","-0.90%"
"Jan 23, 2018","7.8233","7.8520","7.8843","7.8199","-0.37%"
"Jan 22, 2018","7.8524","7.8451","7.8851","7.8403","-0.20%"
"Jan 19, 2018","7.8678","7.8515","7.8775","7.8227","0.26%"
"Jan 18, 2018","7.8472","7.8781","7.8947","7.8170","-0.38%"
"Jan 17, 2018","7.8774","7.8719","7.8994","7.8110","0.05%"
"Jan 16, 2018","7.8733","7.8819","7.9033","7.8648","-0.10%"
"Jan 15, 2018","7.8808","7.9238","7.9316","7.8589","-0.57%"
"Jan 12, 2018","7.9256","8.0156","8.0180","7.9189","-1.11%"
"Jan 11, 2018","8.0146","8.0720","8.0851","8.0061","-0.71%"
"Jan 10, 2018","8.0722","8.1016","8.1146","8.0341","-0.38%"
"Jan 09, 2018","8.1027","8.0777","8.1323","8.0671","0.31%"
"Jan 08, 2018","8.0777","8.0475","8.0943","8.0349","0.36%"
"Jan 05, 2018","8.0490","8.0659","8.0956","8.0310","-0.21%"
"Jan 04, 2018","8.0659","8.1048","8.1179","8.0571","-0.48%"
"Jan 03, 2018","8.1048","8.1291","8.1477","8.0913","-0.28%"
"Jan 02, 2018","8.1278","8.1972","8.1991","8.0931","-0.87%"
"Jan 01, 2018","8.1991","8.2105","8.2119","8.1947","-0.13%"
"Dec 29, 2017","8.2095","8.2519","8.2576","8.1725","-0.51%"
"Dec 28, 2017","8.2514","8.2714","8.2830","8.2232","-0.24%"
"Dec 27, 2017","8.2710","8.3119","8.3268","8.2662","-0.47%"
"Dec 26, 2017","8.3104","8.3133","8.3449","8.2988","-0.03%"
"Dec 25, 2017","8.3133","8.3285","8.3399","8.3101","-0.17%"
"Dec 22, 2017","8.3275","8.3549","8.3911","8.3131","-0.32%"
"Dec 21, 2017","8.3539","8.4107","8.4199","8.3539","-0.68%"
"Dec 20, 2017","8.4108","8.3478","8.4129","8.3166","0.77%"
"Dec 19, 2017","8.3467","8.3605","8.3908","8.3454","-0.16%"
"Dec 18, 2017","8.3598","8.3821","8.3977","8.3143","-0.25%"
"Dec 15, 2017","8.3810","8.3011","8.4064","8.2715","0.96%"
"Dec 14, 2017","8.3011","8.3245","8.3387","8.2105","-0.29%"
"Dec 13, 2017","8.3250","8.3452","8.3841","8.3035","-0.25%"
"Dec 12, 2017","8.3461","8.3849","8.3880","8.3039","-0.45%"
"Dec 11, 2017","8.3840","8.3030","8.3914","8.2775","1.00%"
"Dec 08, 2017","8.3006","8.3176","8.3435","8.2887","-0.19%"
"Dec 07, 2017","8.3164","8.2718","8.3229","8.2637","0.54%"
"Dec 06, 2017","8.2714","8.2629","8.3010","8.2437","0.10%"
"Dec 05, 2017","8.2634","8.3237","8.3629","8.2525","-0.74%"
"Dec 04, 2017","8.3249","8.2878","8.3396","8.2818","0.50%"
"Dec 01, 2017","8.2834","8.3203","8.3317","8.2615","-0.43%"
"Nov 30, 2017","8.3192","8.2548","8.3451","8.2369","0.77%"
"Nov 29, 2017","8.2558","8.2450","8.2583","8.2062","0.13%"
"Nov 28, 2017","8.2448","8.1535","8.2470","8.1390","1.14%"
"Nov 27, 2017","8.1521","8.1305","8.1675","8.1238","0.27%"
"Nov 24, 2017","8.1302","8.1374","8.1596","8.1131","-0.09%"
"Nov 23, 2017","8.1377","8.1530","8.1604","8.1219","-0.19%"
"Nov 22, 2017","8.1534","8.2127","8.2451","8.1486","-0.72%"
"Nov 21, 2017","8.2123","8.2926","8.3424","8.2022","-0.97%"
"Nov 20, 2017","8.2931","8.2356","8.3025","8.2339","0.65%"
"Nov 17, 2017","8.2395","8.2100","8.2707","8.1782","0.38%"
"Nov 16, 2017","8.2079","8.2427","8.2567","8.1892","-0.43%"
"Nov 15, 2017","8.2435","8.1810","8.2808","8.1707","0.76%"
"Nov 14, 2017","8.1810","8.1645","8.2316","8.1496","0.18%"
"Nov 13, 2017","8.1666","8.1311","8.1841","8.1243","0.39%"
"Nov 10, 2017","8.1345","8.1316","8.1495","8.1091","0.04%"
"Nov 09, 2017","8.1311","8.1655","8.1695","8.1153","-0.42%"
"Nov 08, 2017","8.1654","8.1715","8.1854","8.1555","-0.08%"
"Nov 07, 2017","8.1717","8.1357","8.2014","8.1238","0.45%"
"Nov 06, 2017","8.1354","8.1726","8.1853","8.1326","-0.45%"
"Nov 03, 2017","8.1720","8.1366","8.1876","8.1174","0.44%"
"Nov 02, 2017","8.1358","8.1501","8.1631","8.1185","-0.17%"
"Nov 01, 2017","8.1498","8.1688","8.1836","8.1258","-0.24%"
"Oct 31, 2017","8.1691","8.1505","8.2031","8.1473","0.23%"
"Oct 30, 2017","8.1502","8.1614","8.1867","8.1381","0.05%"
"Oct 27, 2017","8.1464","8.1711","8.2299","8.1392","-0.30%"
"Oct 26, 2017","8.1709","8.0151","8.1828","8.0016","1.94%"
"Oct 25, 2017","8.0151","8.0067","8.0350","7.9920","0.12%"
"Oct 24, 2017","8.0051","8.0039","8.0187","7.9792","0.05%"
"Oct 23, 2017","8.0014","7.9926","8.0171","7.9766","0.21%"
"Oct 20, 2017","7.9848","7.9287","7.9998","7.9243","0.69%"
"Oct 19, 2017","7.9299","7.9606","7.9791","7.9243","-0.38%"
"Oct 18, 2017","7.9604","7.9440","7.9741","7.9279","0.19%"
"Oct 17, 2017","7.9450","7.8974","7.9629","7.8936","0.59%"
"Oct 16, 2017","7.8984","7.8906","7.9216","7.8735","0.12%"
"Oct 13, 2017","7.8888","7.9020","7.9147","7.8505","-0.17%"
"Oct 12, 2017","7.9020","7.9205","7.9225","7.8831","-0.24%"
"Oct 11, 2017","7.9211","7.9539","7.9587","7.9064","-0.39%"
"Oct 10, 2017","7.9521","7.9851","7.9884","7.9333","-0.41%"
"Oct 09, 2017","7.9846","7.9857","8.0063","7.9682","-0.04%"
"Oct 06, 2017","7.9875","8.0057","8.0411","7.9864","-0.22%"
"Oct 05, 2017","8.0050","7.9587","8.0202","7.9434","0.58%"
"Oct 04, 2017","7.9586","7.9824","7.9884","7.9342","-0.29%"
"Oct 03, 2017","7.9817","7.9999","8.0262","7.9666","-0.26%"
"Oct 02, 2017","8.0024","7.9767","8.0144","7.9584","0.51%"
"Sep 29, 2017","7.9615","7.9408","7.9849","7.9361","0.28%"
"Sep 28, 2017","7.9395","7.9514","7.9895","7.9308","-0.17%"
"Sep 27, 2017","7.9533","7.8908","7.9786","7.8908","0.79%"
"Sep 26, 2017","7.8907","7.8166","7.9218","7.8122","0.93%"
"Sep 25, 2017","7.8182","7.8228","7.8379","7.7966","0.23%"
"Sep 22, 2017","7.8000","7.8027","7.8089","7.7658","-0.04%"
"Sep 21, 2017","7.8028","7.8642","7.8854","7.7960","-0.79%"
"Sep 20, 2017","7.8649","7.7994","7.8971","7.7724","0.84%"
"Sep 19, 2017","7.7997","7.8321","7.8349","7.7864","-0.41%"
"Sep 18, 2017","7.8321","7.8510","7.8620","7.7921","-0.24%"
"Sep 15, 2017","7.8508","7.8752","7.8881","7.7971","-0.31%"
"Sep 14, 2017","7.8754","7.8799","7.9542","7.8712","-0.06%"
"Sep 13, 2017","7.8799","7.8347","7.9101","7.8221","0.57%"
"Sep 12, 2017","7.8353","7.8401","7.8793","7.8238","-0.07%"
"Sep 11, 2017","7.8411","7.7403","7.8579","7.7380","1.31%"
"Sep 08, 2017","7.7395","7.7326","7.7551","7.7017","0.08%"
"Sep 07, 2017","7.7331","7.8012","7.8021","7.7133","-0.88%"
"Sep 06, 2017","7.8017","7.7790","7.8110","7.7609","0.29%"
"Sep 05, 2017","7.7795","7.8099","7.8241","7.7495","-0.39%"
"Sep 04, 2017","7.8098","7.8001","7.8155","7.7764","0.14%"
"Sep 01, 2017","7.7989","7.7608","7.8255","7.7164","0.48%"
"Aug 31, 2017","7.7613","7.8090","7.8482","7.7546","-0.63%"
"Aug 30, 2017","7.8104","7.7489","7.8172","7.7404","0.79%"
"Aug 29, 2017","7.7489","7.7526","7.8048","7.7034","-0.07%"
"Aug 28, 2017","7.7541","7.7364","7.7755","7.7299","-0.05%"
"Aug 25, 2017","7.7582","7.8440","7.8603","7.7362","-1.09%"
"Aug 24, 2017","7.8436","7.8687","7.8758","7.8339","-0.31%"
"Aug 23, 2017","7.8682","7.9097","7.9222","7.8610","-0.52%"
"Aug 22, 2017","7.9097","7.8956","7.9242","7.8871","0.15%"
"Aug 21, 2017","7.8980","7.9159","7.9364","7.8809","-0.11%"
"Aug 18, 2017","7.9066","7.9724","7.9838","7.9027","-0.78%"
"Aug 17, 2017","7.9687","7.9246","7.9913","7.9005","0.55%"
"Aug 16, 2017","7.9252","7.9582","7.9707","7.9124","-0.41%"
"Aug 15, 2017","7.9578","7.9521","8.0045","7.9424","0.09%"
"Aug 14, 2017","7.9509","7.9351","7.9552","7.9147","0.22%"
"Aug 11, 2017","7.9336","7.9523","8.0083","7.9082","-0.26%"
"Aug 10, 2017","7.9544","7.9579","7.9777","7.9342","-0.03%"
"Aug 09, 2017","7.9565","7.9590","7.9890","7.9441","-0.01%"
"Aug 08, 2017","7.9572","7.9234","7.9626","7.8798","0.41%"
"Aug 07, 2017","7.9245","7.9501","7.9643","7.9201","-0.30%"
"Aug 04, 2017","7.9481","7.9062","7.9794","7.8816","0.52%"
"Aug 03, 2017","7.9066","7.8969","7.9221","7.8756","0.11%"
"Aug 02, 2017","7.8979","7.9262","7.9340","7.8560","-0.38%"
"Aug 01, 2017","7.9282","7.8644","7.9373","7.8603","0.82%"
"Jul 31, 2017","7.8641","7.9219","7.9642","7.8569","-0.61%"
"Jul 28, 2017","7.9120","7.9537","7.9755","7.8998","-0.53%"
"Jul 27, 2017","7.9539","7.8931","7.9708","7.8613","0.78%"
"Jul 26, 2017","7.8924","7.9747","8.0069","7.8825","-1.01%"
"Jul 25, 2017","7.9729","8.0066","8.0215","7.9446","-0.42%"
"Jul 24, 2017","8.0068","8.0124","8.0535","8.0044","-0.37%"
"Jul 21, 2017","8.0368","8.0460","8.0537","8.0014","-0.11%"
"Jul 20, 2017","8.0456","8.0533","8.1042","8.0114","-0.09%"
"Jul 19, 2017","8.0531","8.0870","8.0981","8.0464","-0.44%"
"Jul 18, 2017","8.0884","8.1589","8.1702","8.0421","-0.87%"
"Jul 17, 2017","8.1591","8.1828","8.2074","8.1273","-0.31%"
"Jul 14, 2017","8.1845","8.2589","8.2621","8.1787","-0.91%"
"Jul 13, 2017","8.2597","8.2844","8.2973","8.2478","-0.29%"
"Jul 12, 2017","8.2836","8.2773","8.3036","8.2492","0.07%"
"Jul 11, 2017","8.2782","8.3289","8.3657","8.2762","-0.60%"
"Jul 10, 2017","8.3283","8.3672","8.3720","8.3133","-0.44%"
"Jul 07, 2017","8.3649","8.3491","8.3981","8.3409","0.18%"
"Jul 06, 2017","8.3496","8.3910","8.4127","8.3375","-0.51%"
"Jul 05, 2017","8.3920","8.3525","8.4231","8.3288","0.44%"
"Jul 04, 2017","8.3556","8.3638","8.3911","8.3384","-0.11%"
"Jul 03, 2017","8.3648","8.3398","8.3782","8.3331","0.21%"
"Jun 30, 2017","8.3472","8.3848","8.3993","8.3382","-0.46%"
"Jun 29, 2017","8.3855","8.4241","8.4398","8.3644","-0.48%"
"Jun 28, 2017","8.4259","8.4206","8.4803","8.3984","0.07%"
"Jun 27, 2017","8.4198","8.4816","8.4942","8.3972","-0.72%"
"Jun 26, 2017","8.4810","8.4482","8.4880","8.4329","0.38%"
"Jun 23, 2017","8.4485","8.4902","8.4990","8.4327","-0.49%"
"Jun 22, 2017","8.4900","8.5325","8.5326","8.4683","-0.50%"
"Jun 21, 2017","8.5324","8.5447","8.5677","8.5251","-0.15%"
"Jun 20, 2017","8.5451","8.5028","8.5671","8.4612","0.50%"
"Jun 19, 2017","8.5024","8.4421","8.5056","8.4304","0.65%"
"Jun 16, 2017","8.4471","8.5069","8.5172","8.4371","-0.71%"
"Jun 15, 2017","8.5074","8.4191","8.5153","8.4166","0.99%"
"Jun 14, 2017","8.4237","8.4367","8.4454","8.3467","-0.07%"
"Jun 13, 2017","8.4296","8.4758","8.4800","8.4081","-0.53%"
"Jun 12, 2017","8.4742","8.4976","8.5053","8.4579","-0.23%"
"Jun 09, 2017","8.4937","8.4968","8.5432","8.4829","-0.01%"
"Jun 08, 2017","8.4948","8.4943","8.5049","8.4638","-0.00%"
"Jun 07, 2017","8.4949","8.4595","8.5005","8.4403","0.50%"
"Jun 06, 2017","8.4529","8.4488","8.4887","8.4290","0.02%"
"Jun 05, 2017","8.4512","8.4176","8.4661","8.4011","0.45%"
"Jun 02, 2017","8.4136","8.4543","8.4832","8.4047","-0.47%"
"Jun 01, 2017","8.4532","8.4357","8.4764","8.4090","0.21%"
"May 31, 2017","8.4353","8.4313","8.4621","8.4065","0.04%"
"May 30, 2017","8.4316","8.4125","8.4725","8.4119","0.24%"
"May 29, 2017","8.4115","8.4024","8.4233","8.3809","0.41%"
"May 26, 2017","8.3770","8.3975","8.4300","8.3644","-0.26%"
"May 25, 2017","8.3985","8.3305","8.4043","8.3015","0.81%"
"May 24, 2017","8.3310","8.3739","8.4094","8.3270","-0.52%"
"May 23, 2017","8.3743","8.3384","8.3836","8.3186","0.44%"
"May 22, 2017","8.3377","8.3818","8.4004","8.3232","-0.44%"
"May 19, 2017","8.3747","8.4794","8.4869","8.3478","-1.25%"
"May 18, 2017","8.4804","8.4047","8.5010","8.3886","0.90%"
"May 17, 2017","8.4047","8.4633","8.4780","8.3759","-0.70%"
"May 16, 2017","8.4636","8.5535","8.5788","8.4477","-1.05%"
"May 15, 2017","8.5534","8.5768","8.5825","8.4943","-0.07%"
"May 12, 2017","8.5593","8.5997","8.6164","8.5542","-0.46%"
"May 11, 2017","8.5989","8.6219","8.6405","8.5726","-0.26%"
"May 10, 2017","8.6214","8.6857","8.7086","8.5992","-0.79%"
"May 09, 2017","8.6903","8.6488","8.7020","8.6261","0.49%"
"May 08, 2017","8.6475","8.5710","8.6572","8.5635","0.63%"
"May 05, 2017","8.5936","8.6785","8.7193","8.5839","-0.96%"
"May 04, 2017","8.6769","8.6525","8.6959","8.6186","0.28%"
"May 03, 2017","8.6524","8.5905","8.6587","8.5834","0.73%"
"May 02, 2017","8.5900","8.5957","8.6203","8.5840","-0.06%"
"May 01, 2017","8.5949","8.5588","8.6045","8.5467","0.13%"
"Apr 28, 2017","8.5836","8.5649","8.5899","8.5135","0.22%"
"Apr 27, 2017","8.5647","8.5859","8.6091","8.5400","-0.24%"
"Apr 26, 2017","8.5849","8.5633","8.6193","8.5455","0.22%"
"Apr 25, 2017","8.5662","8.5495","8.5843","8.5407","0.22%"
"Apr 24, 2017","8.5477","8.5020","8.6134","8.4738","-1.42%"
"Apr 21, 2017","8.6709","8.6284","8.6980","8.6079","0.58%"
"Apr 20, 2017","8.6212","8.5806","8.6283","8.5520","0.47%"
"Apr 19, 2017","8.5805","8.5108","8.5842","8.5040","0.82%"
"Apr 18, 2017","8.5104","8.5584","8.5700","8.5029","-0.55%"
"Apr 17, 2017","8.5577","8.5823","8.5948","8.5252","-0.32%"
"Apr 14, 2017","8.5851","8.5848","8.5956","8.5684","0.00%"
"Apr 13, 2017","8.5850","8.5485","8.5868","8.5352","0.43%"
"Apr 12, 2017","8.5482","8.5967","8.6063","8.5376","-0.58%"
"Apr 11, 2017","8.5978","8.6250","8.6446","8.5807","-0.33%"
"Apr 10, 2017","8.6259","8.6525","8.6805","8.6098","-0.37%"
"Apr 07, 2017","8.6578","8.6265","8.6721","8.5849","0.38%"
"Apr 06, 2017","8.6250","8.6103","8.6447","8.5864","0.18%"
"Apr 05, 2017","8.6099","8.5892","8.6191","8.5702","0.24%"
"Apr 04, 2017","8.5893","8.5739","8.6375","8.5739","0.12%"
"Apr 03, 2017","8.5786","8.5997","8.6091","8.5550","-0.21%"
"Mar 31, 2017","8.5964","8.5615","8.6048","8.5530","0.40%"
"Mar 30, 2017","8.5624","8.4997","8.5706","8.4961","0.74%"
"Mar 29, 2017","8.4995","8.5243","8.5572","8.4944","-0.29%"
"Mar 28, 2017","8.5246","8.4859","8.5409","8.4814","0.36%"
"Mar 27, 2017","8.4937","8.5024","8.5024","8.4340","-0.03%"
"Mar 24, 2017","8.4961","8.4888","8.5121","8.4666","0.10%"
"Mar 23, 2017","8.4877","8.4620","8.4989","8.4541","0.30%"
"Mar 22, 2017","8.4627","8.4685","8.5307","8.4433","-0.05%"
"Mar 21, 2017","8.4666","8.4776","8.4951","8.4239","-0.12%"
"Mar 20, 2017","8.4766","8.4737","8.4954","8.4328","-0.02%"
"Mar 17, 2017","8.4782","8.5109","8.5141","8.4466","-0.36%"
"Mar 16, 2017","8.5092","8.4975","8.5582","8.4737","0.16%"
"Mar 15, 2017","8.4959","8.6267","8.6267","8.4918","-1.43%"
"Mar 14, 2017","8.6193","8.5649","8.6322","8.5573","0.62%"
"Mar 13, 2017","8.5659","8.5863","8.6105","8.5453","-0.43%"
"Mar 10, 2017","8.6027","8.5823","8.6302","8.5590","0.23%"
"Mar 09, 2017","8.5829","8.5507","8.5970","8.5285","0.40%"
"Mar 08, 2017","8.5484","8.4523","8.5535","8.4419","1.13%"
"Mar 07, 2017","8.4531","8.4931","8.5015","8.4347","-0.45%"
"Mar 06, 2017","8.4909","8.4207","8.4958","8.4123","0.81%"
"Mar 03, 2017","8.4225","8.4833","8.4886","8.4188","-0.72%"
"Mar 02, 2017","8.4833","8.4096","8.4953","8.4041","0.88%"
"Mar 01, 2017","8.4090","8.3943","8.4260","8.3736","0.17%"
"Feb 28, 2017","8.3944","8.3709","8.3974","8.3532","0.29%"
"Feb 27, 2017","8.3701","8.3578","8.3860","8.3346","-0.07%"
"Feb 24, 2017","8.3760","8.3400","8.3821","8.3208","0.45%"
"Feb 23, 2017","8.3382","8.3655","8.3787","8.3151","-0.34%"
"Feb 22, 2017","8.3666","8.3544","8.3985","8.3319","0.07%"
"Feb 21, 2017","8.3606","8.3384","8.3902","8.3299","0.28%"
